datetime,discharge(cumecs),sld_sus(mg/l),date,site_name
2011-09-06 10:35:00,0.585,9.03,2011-09-06 00:00:00,Colne at Roundhouse Lechlade
2011-10-24 13:20:00,0.452,4.78,2011-10-24 00:00:00,Colne at Roundhouse Lechlade
2011-11-16 12:25:00,0.438,5.57,2011-11-16 00:00:00,Colne at Roundhouse Lechlade
2011-12-12 13:30:00,0.487,4.32,2011-12-12 00:00:00,Colne at Roundhouse Lechlade
2012-01-09 13:30:00,1.31,8.47,2012-01-09 00:00:00,Colne at Roundhouse Lechlade
2012-03-09 13:25:00,1.26,6.12,2012-03-09 00:00:00,Colne at Roundhouse Lechlade
2012-03-27 11:05:00,1.06,5.93,2012-03-27 00:00:00,Colne at Roundhouse Lechlade
2012-04-20 11:00:00,1.0,6.52,2012-04-20 00:00:00,Colne at Roundhouse Lechlade
2012-05-04 11:21:00,2.73,13.4,2012-05-04 00:00:00,Colne at Roundhouse Lechlade
2012-07-13 09:06:00,3.08,11.0,2012-07-13 00:00:00,Colne at Roundhouse Lechlade
2012-10-17 12:49:00,3.43,9.3,2012-10-17 00:00:00,Colne at Roundhouse Lechlade
2012-11-08 09:53:00,3.65,6.08,2012-11-08 00:00:00,Colne at Roundhouse Lechlade
2012-11-13 08:46:00,3.62,7.22,2012-11-13 00:00:00,Colne at Roundhouse Lechlade
2012-11-29 10:12:00,7.75,6.57,2012-11-29 00:00:00,Colne at Roundhouse Lechlade
2012-12-11 08:52:00,5.17,10.4,2012-12-11 00:00:00,Colne at Roundhouse Lechlade
2012-12-13 15:01:00,5.01,35.2,2012-12-13 00:00:00,Colne at Roundhouse Lechlade
2009-02-10 11:03:00,9.044,88.9,2009-02-10 00:00:00,Ock at Stanford
2009-03-03 10:45:00,2.465,14.4,2009-03-03 00:00:00,Ock at Stanford
2009-03-28 10:15:00,1.565,8.7,2009-03-28 00:00:00,Ock at Stanford
2009-04-28 08:55:00,1.244,16.5,2009-04-28 00:00:00,Ock at Stanford
2009-05-25 15:20:00,0.756,15.3,2009-05-25 00:00:00,Ock at Stanford
2009-06-25 13:58:00,0.521,25.5,2009-06-25 00:00:00,Ock at Stanford
2009-07-20 08:50:00,0.591,22.7,2009-07-20 00:00:00,Ock at Stanford
2009-09-08 09:30:00,0.446,18.9,2009-09-08 00:00:00,Ock at Stanford
2009-09-23 08:55:00,0.424,20.5,2009-09-23 00:00:00,Ock at Stanford
2009-11-04 16:00:00,0.687,5.4,2009-11-04 00:00:00,Ock at Stanford
2009-12-02 10:05:00,2.08,9.85,2009-12-02 00:00:00,Ock at Stanford
2010-01-05 11:55:00,2.19,7.35,2010-01-05 00:00:00,Ock at Stanford
2010-02-15 09:05:00,1.901,9.6,2010-02-15 00:00:00,Ock at Stanford
2010-03-01 10:35:00,7.967,70.3,2010-03-01 00:00:00,Ock at Stanford
2010-03-29 14:30:00,3.505,12.0,2010-03-29 00:00:00,Ock at Stanford
2010-05-05 13:15:00,1.137,9.32,2010-05-05 00:00:00,Ock at Stanford
2010-06-09 13:40:00,1.082,21.2,2010-06-09 00:00:00,Ock at Stanford
2010-06-30 09:50:00,0.494,22.1,2010-06-30 00:00:00,Ock at Stanford
2010-07-28 09:40:00,0.394,24.5,2010-07-28 00:00:00,Ock at Stanford
2010-08-24 09:20:00,0.821,29.1,2010-08-24 00:00:00,Ock at Stanford
2010-10-18 10:30:00,0.505,6.6,2010-10-18 00:00:00,Ock at Stanford
2010-11-16 09:45:00,0.958,3.72,2010-11-16 00:00:00,Ock at Stanford
2010-12-15 09:35:00,0.69,43.9,2010-12-15 00:00:00,Ock at Stanford
2010-12-16 15:20:00,0.734,6.88,2010-12-16 00:00:00,Ock at Stanford
2011-01-04 10:15:00,0.985,6.45,2011-01-04 00:00:00,Ock at Stanford
2011-02-02 12:20:00,1.447,7.1,2011-02-02 00:00:00,Ock at Stanford
2011-03-03 13:00:00,2.367,11.4,2011-03-03 00:00:00,Ock at Stanford
2011-04-07 14:30:00,0.922,14.0,2011-04-07 00:00:00,Ock at Stanford
2011-05-03 14:05:00,0.563,8.15,2011-05-03 00:00:00,Ock at Stanford
2011-06-13 08:35:00,0.673,25.0,2011-06-13 00:00:00,Ock at Stanford
2011-06-22 13:30:00,0.42,19.2,2011-06-22 00:00:00,Ock at Stanford
2011-07-11 14:25:00,0.349,22.6,2011-07-11 00:00:00,Ock at Stanford
2011-08-19 08:30:00,0.489,21.9,2011-08-19 00:00:00,Ock at Stanford
2011-09-21 11:30:00,0.4,8.03,2011-09-21 00:00:00,Ock at Stanford
2011-10-15 11:32:00,0.32,3.68,2011-10-15 00:00:00,Ock at Stanford
2011-11-12 11:42:00,0.502,3.63,2011-11-12 00:00:00,Ock at Stanford
2012-01-19 11:20:00,0.679,7.17,2012-01-19 00:00:00,Ock at Stanford
2012-02-01 12:05:00,0.746,10.6,2012-02-01 00:00:00,Ock at Stanford
2012-02-20 11:20:00,0.735,7.68,2012-02-20 00:00:00,Ock at Stanford
2012-04-12 11:30:00,0.603,5.38,2012-04-12 00:00:00,Ock at Stanford
2012-05-08 09:36:00,3.343,11.0,2012-05-08 00:00:00,Ock at Stanford
2012-06-06 11:32:00,1.582,7.42,2012-06-06 00:00:00,Ock at Stanford
2012-07-11 10:59:00,2.088,10.9,2012-07-11 00:00:00,Ock at Stanford
2012-07-31 12:08:00,0.91,7.8,2012-07-31 00:00:00,Ock at Stanford
2012-08-22 11:19:00,0.834,10.6,2012-08-22 00:00:00,Ock at Stanford
2012-10-04 11:40:00,1.381,22.9,2012-10-04 00:00:00,Ock at Stanford
2012-10-24 10:47:00,3.146,12.2,2012-10-24 00:00:00,Ock at Stanford
2012-11-27 09:26:00,9.837,38.2,2012-11-27 00:00:00,Ock at Stanford
2009-02-09 11:00:00,9.25,24.6,2009-02-09 00:00:00,Oxon Ray at Islip
2009-03-03 14:15:00,1.87,6.9,2009-03-03 00:00:00,Oxon Ray at Islip
2009-04-08 10:40:00,0.582,7.4,2009-04-08 00:00:00,Oxon Ray at Islip
2009-05-04 11:45:00,0.438,15.6,2009-05-04 00:00:00,Oxon Ray at Islip
2009-06-01 14:45:00,0.302,18.2,2009-06-01 00:00:00,Oxon Ray at Islip
2009-06-20 12:57:00,0.404,12.6,2009-06-20 00:00:00,Oxon Ray at Islip
2009-07-28 14:20:00,0.384,15.4,2009-07-28 00:00:00,Oxon Ray at Islip
2009-08-15 09:48:00,0.337,12.9,2009-08-15 00:00:00,Oxon Ray at Islip
2009-09-24 10:45:00,0.13,13.2,2009-09-24 00:00:00,Oxon Ray at Islip
2009-10-24 13:15:00,0.168,7.6,2009-10-24 00:00:00,Oxon Ray at Islip
2009-12-04 10:50:00,4.13,10.9,2009-12-04 00:00:00,Oxon Ray at Islip
2010-01-03 11:17:00,9.16,17.4,2010-01-03 00:00:00,Oxon Ray at Islip
2010-02-01 15:55:00,4.99,13.4,2010-02-01 00:00:00,Oxon Ray at Islip
2010-03-05 11:12:00,8.78,20.7,2010-03-05 00:00:00,Oxon Ray at Islip
2010-03-29 12:07:00,3.57,9.48,2010-03-29 00:00:00,Oxon Ray at Islip
2010-05-20 10:55:00,0.383,9.2,2010-05-20 00:00:00,Oxon Ray at Islip
2010-06-08 09:24:00,1.12,14.4,2010-06-08 00:00:00,Oxon Ray at Islip
2010-07-02 09:21:00,0.137,8.53,2010-07-02 00:00:00,Oxon Ray at Islip
2010-07-23 08:40:00,0.111,6.8,2010-07-23 00:00:00,Oxon Ray at Islip
2010-09-01 11:55:00,0.208,4.7,2010-09-01 00:00:00,Oxon Ray at Islip
2010-09-20 11:45:00,0.187,8.18,2010-09-20 00:00:00,Oxon Ray at Islip
2010-11-27 10:45:00,0.484,6.5,2010-11-27 00:00:00,Oxon Ray at Islip
2011-01-10 10:30:00,6.86,28.1,2011-01-10 00:00:00,Oxon Ray at Islip
2011-02-11 14:00:00,1.31,8.28,2011-02-11 00:00:00,Oxon Ray at Islip
2011-03-18 11:30:00,0.987,4.58,2011-03-18 00:00:00,Oxon Ray at Islip
2011-04-11 16:12:00,0.531,5.37,2011-04-11 00:00:00,Oxon Ray at Islip
2011-05-10 11:30:00,0.401,5.22,2011-05-10 00:00:00,Oxon Ray at Islip
2011-07-15 16:50:00,0.107,3.2,2011-07-15 00:00:00,Oxon Ray at Islip
2011-10-21 08:25:00,0.118,5.27,2011-10-21 00:00:00,Oxon Ray at Islip
2011-10-29 11:05:00,0.165,4.63,2011-10-29 00:00:00,Oxon Ray at Islip
2011-11-30 08:25:00,0.181,4.05,2011-11-30 00:00:00,Oxon Ray at Islip
2012-01-17 09:00:00,0.437,13.9,2012-01-17 00:00:00,Oxon Ray at Islip
2012-02-03 10:55:00,0.504,22.1,2012-02-03 00:00:00,Oxon Ray at Islip
2012-04-24 09:41:00,1.34,5.58,2012-04-24 00:00:00,Oxon Ray at Islip
2012-05-03 15:09:00,10.3,9.1,2012-05-03 00:00:00,Oxon Ray at Islip
2012-05-28 11:35:00,0.694,3.57,2012-05-28 00:00:00,Oxon Ray at Islip
2012-07-09 13:23:00,7.53,8.87,2012-07-09 00:00:00,Oxon Ray at Islip
2012-08-28 10:53:00,0.699,3.95,2012-08-28 00:00:00,Oxon Ray at Islip
2012-10-10 11:26:00,3.16,10.8,2012-10-10 00:00:00,Oxon Ray at Islip
2012-10-23 13:51:00,7.55,28.6,2012-10-23 00:00:00,Oxon Ray at Islip
2012-11-28 09:31:00,18.9,45.3,2012-11-28 00:00:00,Oxon Ray at Islip
2009-02-14 09:00:00,37.8,21.0,2009-02-14 00:00:00,Cherwell at Oxford
2009-03-13 10:50:00,6.25,5.6,2009-03-13 00:00:00,Cherwell at Oxford
2009-04-04 14:45:00,3.5,11.5,2009-04-04 00:00:00,Cherwell at Oxford
2009-05-11 10:15:00,1.983,9.9,2009-05-11 00:00:00,Cherwell at Oxford
2009-05-31 14:20:00,1.849,49.5,2009-05-31 00:00:00,Cherwell at Oxford
2009-07-19 15:30:00,2.266,13.9,2009-07-19 00:00:00,Cherwell at Oxford
2009-07-31 15:50:00,2.6660000000000004,12.0,2009-07-31 00:00:00,Cherwell at Oxford
2009-08-22 15:00:00,1.186,14.9,2009-08-22 00:00:00,Cherwell at Oxford
2009-09-28 15:05:00,0.984,7.0,2009-09-28 00:00:00,Cherwell at Oxford
2009-11-05 14:12:00,2.3729999999999998,10.1,2009-11-05 00:00:00,Cherwell at Oxford
2009-11-26 12:00:00,10.7,46.9,2009-11-26 00:00:00,Cherwell at Oxford
2010-01-14 11:26:00,6.24,7.47,2010-01-14 00:00:00,Cherwell at Oxford
2010-02-09 08:25:00,8.49,11.3,2010-02-09 00:00:00,Cherwell at Oxford
2010-03-12 08:40:00,6.26,6.2,2010-03-12 00:00:00,Cherwell at Oxford
2010-04-09 14:06:00,6.8500000000000005,8.9,2010-04-09 00:00:00,Cherwell at Oxford
2010-05-24 15:05:00,2.1830000000000003,39.0,2010-05-24 00:00:00,Cherwell at Oxford
2010-06-08 15:00:00,2.66,15.2,2010-06-08 00:00:00,Cherwell at Oxford
2010-07-07 14:20:00,1.034,11.3,2010-07-07 00:00:00,Cherwell at Oxford
2010-08-04 16:15:00,0.8089999999999999,11.4,2010-08-04 00:00:00,Cherwell at Oxford
2010-09-14 11:05:00,1.38,10.2,2010-09-14 00:00:00,Cherwell at Oxford
2010-10-08 15:00:00,2.173,16.3,2010-10-08 00:00:00,Cherwell at Oxford
2010-10-29 15:55:00,2.326,8.47,2010-10-29 00:00:00,Cherwell at Oxford
2010-11-23 17:00:00,2.83,11.9,2010-11-23 00:00:00,Cherwell at Oxford
2011-01-05 09:20:00,6.64,12.6,2011-01-05 00:00:00,Cherwell at Oxford
2011-02-17 10:15:00,6.4,17.3,2011-02-17 00:00:00,Cherwell at Oxford
2011-03-02 15:00:00,16.85,33.3,2011-03-02 00:00:00,Cherwell at Oxford
2011-04-06 14:25:00,3.0570000000000004,7.8,2011-04-06 00:00:00,Cherwell at Oxford
2011-05-13 09:40:00,1.5370000000000001,21.7,2011-05-13 00:00:00,Cherwell at Oxford
2011-06-03 15:30:00,1.205,7.82,2011-06-03 00:00:00,Cherwell at Oxford
2011-07-14 14:55:00,0.875,8.9,2011-07-14 00:00:00,Cherwell at Oxford
2011-08-15 09:40:00,0.707,11.2,2011-08-15 00:00:00,Cherwell at Oxford
2011-08-31 15:20:00,0.883,7.6,2011-08-31 00:00:00,Cherwell at Oxford
2011-10-12 14:46:00,0.629,6.92,2011-10-12 00:00:00,Cherwell at Oxford
2011-11-08 10:40:00,1.017,7.45,2011-11-08 00:00:00,Cherwell at Oxford
2011-11-26 15:10:00,0.832,6.35,2011-11-26 00:00:00,Cherwell at Oxford
2012-01-20 13:40:00,1.953,5.05,2012-01-20 00:00:00,Cherwell at Oxford
2012-02-03 12:50:00,1.994,5.07,2012-02-03 00:00:00,Cherwell at Oxford
2012-03-14 17:00:00,2.302,6.55,2012-03-14 00:00:00,Cherwell at Oxford
2012-04-20 12:55:00,7.6,12.5,2012-04-20 00:00:00,Cherwell at Oxford
2012-05-16 11:46:00,8.29,7.67,2012-05-16 00:00:00,Cherwell at Oxford
2012-06-07 10:59:00,4.45,7.38,2012-06-07 00:00:00,Cherwell at Oxford
2012-07-10 14:45:00,16.490000000000002,17.2,2012-07-10 00:00:00,Cherwell at Oxford
2012-08-01 12:34:00,3.7800000000000002,8.07,2012-08-01 00:00:00,Cherwell at Oxford
2012-08-28 12:08:00,3.2489999999999997,6.6,2012-08-28 00:00:00,Cherwell at Oxford
2012-10-10 10:39:00,9.23,28.2,2012-10-10 00:00:00,Cherwell at Oxford
2012-10-24 11:25:00,11.309999999999999,14.1,2012-10-24 00:00:00,Cherwell at Oxford
2012-12-07 12:04:00,17.53,14.2,2012-12-07 00:00:00,Cherwell at Oxford
2009-02-15 09:25:00,15.7,10.7,2009-02-15 00:00:00,Thame at Dorchester Bridge
2009-03-09 14:59:00,4.0,8.6,2009-03-09 00:00:00,Thame at Dorchester Bridge
2009-04-08 09:45:00,1.76,6.4,2009-04-08 00:00:00,Thame at Dorchester Bridge
2009-05-10 08:55:00,1.17,9.4,2009-05-10 00:00:00,Thame at Dorchester Bridge
2009-06-05 11:00:00,0.918,24.7,2009-06-05 00:00:00,Thame at Dorchester Bridge
2009-07-04 15:05:00,0.721,21.8,2009-07-04 00:00:00,Thame at Dorchester Bridge
2009-07-31 16:00:00,1.05,20.3,2009-07-31 00:00:00,Thame at Dorchester Bridge
2009-08-28 13:00:00,0.907,19.0,2009-08-28 00:00:00,Thame at Dorchester Bridge
2009-10-17 12:31:00,0.782,9.6,2009-10-17 00:00:00,Thame at Dorchester Bridge
2009-11-10 12:10:00,0.963,5.5,2009-11-10 00:00:00,Thame at Dorchester Bridge
2009-11-25 15:03:00,6.63,48.9,2009-11-25 00:00:00,Thame at Dorchester Bridge
2010-01-18 14:00:00,24.0,18.8,2010-01-18 00:00:00,Thame at Dorchester Bridge
2010-02-16 14:30:00,5.68,7.88,2010-02-16 00:00:00,Thame at Dorchester Bridge
2010-03-08 11:45:00,5.62,9.95,2010-03-08 00:00:00,Thame at Dorchester Bridge
2010-04-06 14:15:00,4.22,7.18,2010-04-06 00:00:00,Thame at Dorchester Bridge
2010-05-14 08:10:00,1.23,7.0,2010-05-14 00:00:00,Thame at Dorchester Bridge
2010-06-10 14:50:00,1.27,12.8,2010-06-10 00:00:00,Thame at Dorchester Bridge
2010-07-02 13:23:00,0.692,9.43,2010-07-02 00:00:00,Thame at Dorchester Bridge
2010-07-29 16:35:00,0.577,9.85,2010-07-29 00:00:00,Thame at Dorchester Bridge
2010-08-31 16:01:00,1.76,19.2,2010-08-31 00:00:00,Thame at Dorchester Bridge
2010-10-07 15:30:00,1.39,16.8,2010-10-07 00:00:00,Thame at Dorchester Bridge
2010-11-08 16:00:00,2.61,15.9,2010-11-08 00:00:00,Thame at Dorchester Bridge
2010-12-15 15:36:00,1.14,3.23,2010-12-15 00:00:00,Thame at Dorchester Bridge
2011-01-04 14:30:00,3.25,11.8,2011-01-04 00:00:00,Thame at Dorchester Bridge
2011-02-02 14:45:00,3.01,8.18,2011-02-02 00:00:00,Thame at Dorchester Bridge
2011-03-03 15:25:00,6.46,29.0,2011-03-03 00:00:00,Thame at Dorchester Bridge
2011-04-04 14:30:00,1.49,5.55,2011-04-04 00:00:00,Thame at Dorchester Bridge
2011-05-03 15:10:00,0.85,7.75,2011-05-03 00:00:00,Thame at Dorchester Bridge
2011-06-03 14:05:00,0.785,12.2,2011-06-03 00:00:00,Thame at Dorchester Bridge
2011-07-08 13:10:00,0.893,16.4,2011-07-08 00:00:00,Thame at Dorchester Bridge
2011-08-12 13:30:00,0.711,19.3,2011-08-12 00:00:00,Thame at Dorchester Bridge
2011-09-21 14:15:00,0.631,21.0,2011-09-21 00:00:00,Thame at Dorchester Bridge
2011-10-17 13:00:00,0.643,12.3,2011-10-17 00:00:00,Thame at Dorchester Bridge
2011-11-13 14:35:00,0.816,12.2,2011-11-13 00:00:00,Thame at Dorchester Bridge
2012-01-11 12:30:00,1.27,9.13,2012-01-11 00:00:00,Thame at Dorchester Bridge
2012-02-01 13:30:00,1.38,5.8,2012-02-01 00:00:00,Thame at Dorchester Bridge
2012-03-06 13:10:00,4.82,36.3,2012-03-06 00:00:00,Thame at Dorchester Bridge
2012-04-23 15:05:00,2.2,10.4,2012-04-23 00:00:00,Thame at Dorchester Bridge
2012-05-01 11:35:00,21.9,21.9,2012-05-01 00:00:00,Thame at Dorchester Bridge
2012-06-14 14:30:00,13.3,10.2,2012-06-14 00:00:00,Thame at Dorchester Bridge
2012-07-03 17:27:00,1.99,18.6,2012-07-03 00:00:00,Thame at Dorchester Bridge
2012-08-02 14:03:00,1.67,15.3,2012-08-02 00:00:00,Thame at Dorchester Bridge
2012-09-05 15:07:00,0.811,15.9,2012-09-05 00:00:00,Thame at Dorchester Bridge
2012-12-10 12:29:00,6.57,13.5,2012-12-10 00:00:00,Thame at Dorchester Bridge
2012-12-13 12:18:00,4.75,9.63,2012-12-13 00:00:00,Thame at Dorchester Bridge
2012-12-14 09:40:00,6.56,12.2,2012-12-14 00:00:00,Thame at Dorchester Bridge
2009-02-05 10:00:00,10.14,9.6,2009-02-05 00:00:00,Kennet at Thatcham
2009-03-01 09:53:00,13.2,9.6,2009-03-01 00:00:00,Kennet at Thatcham
2009-04-05 09:33:00,9.43,12.7,2009-04-05 00:00:00,Kennet at Thatcham
2009-04-28 10:30:00,8.33,7.6,2009-04-28 00:00:00,Kennet at Thatcham
2009-05-26 11:15:00,5.93,16.9,2009-05-26 00:00:00,Kennet at Thatcham
2009-07-09 10:55:00,4.12,12.0,2009-07-09 00:00:00,Kennet at Thatcham
2009-07-28 13:15:00,3.83,9.5,2009-07-28 00:00:00,Kennet at Thatcham
2009-08-08 14:45:00,4.67,14.4,2009-08-08 00:00:00,Kennet at Thatcham
2009-09-17 09:45:00,3.1029999999999998,7.8,2009-09-17 00:00:00,Kennet at Thatcham
2009-10-27 08:25:00,2.912,8.2,2009-10-27 00:00:00,Kennet at Thatcham
2009-11-30 09:55:00,6.55,28.9,2009-11-30 00:00:00,Kennet at Thatcham
2009-12-14 11:25:00,6.69,7.0,2009-12-14 00:00:00,Kennet at Thatcham
2010-01-15 12:15:00,8.71,10.1,2010-01-15 00:00:00,Kennet at Thatcham
2010-02-08 11:00:00,11.35,12.3,2010-02-08 00:00:00,Kennet at Thatcham
2010-03-04 10:25:00,11.59,9.3,2010-03-04 00:00:00,Kennet at Thatcham
2010-03-29 11:49:00,11.719999999999999,11.8,2010-03-29 00:00:00,Kennet at Thatcham
2010-04-27 10:05:00,9.5,10.8,2010-04-27 00:00:00,Kennet at Thatcham
2010-06-07 12:15:00,6.290000000000001,12.7,2010-06-07 00:00:00,Kennet at Thatcham
2010-06-30 12:40:00,4.640000000000001,8.5,2010-06-30 00:00:00,Kennet at Thatcham
2010-07-23 13:15:00,4.199999999999999,8.35,2010-07-23 00:00:00,Kennet at Thatcham
2010-08-31 12:15:00,3.5700000000000003,5.7,2010-08-31 00:00:00,Kennet at Thatcham
2010-11-15 12:15:00,3.503,4.42,2010-11-15 00:00:00,Kennet at Thatcham
2010-12-11 12:50:00,3.245,4.37,2010-12-11 00:00:00,Kennet at Thatcham
2011-01-06 11:10:00,3.62,8.37,2011-01-06 00:00:00,Kennet at Thatcham
2011-02-09 13:56:00,5.7299999999999995,9.27,2011-02-09 00:00:00,Kennet at Thatcham
2011-03-04 13:18:00,6.9,7.68,2011-03-04 00:00:00,Kennet at Thatcham
2011-04-06 10:15:00,6.38,12.4,2011-04-06 00:00:00,Kennet at Thatcham
2011-05-04 11:20:00,4.88,7.58,2011-05-04 00:00:00,Kennet at Thatcham
2011-06-02 13:30:00,4.03,7.88,2011-06-02 00:00:00,Kennet at Thatcham
2011-06-15 12:35:00,3.85,6.33,2011-06-15 00:00:00,Kennet at Thatcham
2011-07-18 11:55:00,3.31,7.42,2011-07-18 00:00:00,Kennet at Thatcham
2011-08-22 09:55:00,2.8040000000000003,7.08,2011-08-22 00:00:00,Kennet at Thatcham
2011-09-20 09:50:00,2.609,5.13,2011-09-20 00:00:00,Kennet at Thatcham
2011-10-18 15:52:00,2.363,4.27,2011-10-18 00:00:00,Kennet at Thatcham
2011-11-25 13:31:00,2.36,4.5,2011-11-25 00:00:00,Kennet at Thatcham
2012-01-06 13:40:00,3.345,7.73,2012-01-06 00:00:00,Kennet at Thatcham
2012-02-02 13:45:00,3.1399999999999997,5.9,2012-02-02 00:00:00,Kennet at Thatcham
2012-02-17 13:40:00,3.2990000000000004,8.03,2012-02-17 00:00:00,Kennet at Thatcham
2012-04-11 12:30:00,3.303,8.23,2012-04-11 00:00:00,Kennet at Thatcham
2012-05-03 14:51:00,6.24,19.1,2012-05-03 00:00:00,Kennet at Thatcham
2012-06-20 14:45:00,5.92,8.37,2012-06-20 00:00:00,Kennet at Thatcham
2012-07-17 15:07:00,6.790000000000001,9.2,2012-07-17 00:00:00,Kennet at Thatcham
2012-09-25 15:36:00,5.91,7.92,2012-09-25 00:00:00,Kennet at Thatcham
2012-11-06 11:10:00,8.88,10.0,2012-11-06 00:00:00,Kennet at Thatcham
2012-12-05 11:56:00,14.32,7.58,2012-12-05 00:00:00,Kennet at Thatcham
2009-02-09 11:25:00,14.27,31.7,2009-02-09 00:00:00,Kennet above Thames
2009-03-01 11:30:00,13.2,14.2,2009-03-01 00:00:00,Kennet above Thames
2009-04-05 11:45:00,9.43,10.5,2009-04-05 00:00:00,Kennet above Thames
2009-04-28 12:20:00,8.33,16.6,2009-04-28 00:00:00,Kennet above Thames
2009-05-26 07:05:00,5.93,12.9,2009-05-26 00:00:00,Kennet above Thames
2009-07-09 12:45:00,4.12,16.3,2009-07-09 00:00:00,Kennet above Thames
2009-07-28 10:31:00,3.83,7.3,2009-07-28 00:00:00,Kennet above Thames
2009-08-08 10:30:00,4.67,13.0,2009-08-08 00:00:00,Kennet above Thames
2009-09-17 11:30:00,3.1029999999999998,7.7,2009-09-17 00:00:00,Kennet above Thames
2009-10-27 10:30:00,2.912,4.5,2009-10-27 00:00:00,Kennet above Thames
2009-11-30 11:40:00,6.55,64.8,2009-11-30 00:00:00,Kennet above Thames
2010-01-15 14:10:00,8.71,23.1,2010-01-15 00:00:00,Kennet above Thames
2010-02-08 13:20:00,11.35,9.98,2010-02-08 00:00:00,Kennet above Thames
2010-03-05 11:30:00,11.48,7.37,2010-03-05 00:00:00,Kennet above Thames
2010-03-29 10:50:00,11.719999999999999,14.0,2010-03-29 00:00:00,Kennet above Thames
2010-04-27 07:55:00,9.5,10.9,2010-04-27 00:00:00,Kennet above Thames
2010-06-07 10:05:00,6.290000000000001,8.1,2010-06-07 00:00:00,Kennet above Thames
2010-06-30 14:10:00,4.640000000000001,8.77,2010-06-30 00:00:00,Kennet above Thames
2010-07-23 15:00:00,4.199999999999999,14.9,2010-07-23 00:00:00,Kennet above Thames
2010-08-31 10:20:00,3.5700000000000003,7.12,2010-08-31 00:00:00,Kennet above Thames
2010-10-20 13:30:00,3.088,12.3,2010-10-20 00:00:00,Kennet above Thames
2010-11-15 10:40:00,3.503,8.87,2010-11-15 00:00:00,Kennet above Thames
2011-01-06 14:15:00,3.62,21.5,2011-01-06 00:00:00,Kennet above Thames
2011-02-09 09:40:00,5.7299999999999995,8.97,2011-02-09 00:00:00,Kennet above Thames
2011-03-04 10:30:00,6.9,7.97,2011-03-04 00:00:00,Kennet above Thames
2011-04-06 13:25:00,6.38,10.9,2011-04-06 00:00:00,Kennet above Thames
2011-05-04 13:50:00,4.88,10.4,2011-05-04 00:00:00,Kennet above Thames
2011-06-02 15:00:00,4.03,7.2,2011-06-02 00:00:00,Kennet above Thames
2011-06-15 10:00:00,3.85,6.25,2011-06-15 00:00:00,Kennet above Thames
2011-07-18 09:20:00,3.31,11.9,2011-07-18 00:00:00,Kennet above Thames
2011-08-22 12:35:00,2.8040000000000003,8.95,2011-08-22 00:00:00,Kennet above Thames
2011-09-20 11:45:00,2.609,7.37,2011-09-20 00:00:00,Kennet above Thames
2011-10-18 12:30:00,2.363,14.3,2011-10-18 00:00:00,Kennet above Thames
2011-11-25 10:03:00,2.36,6.33,2011-11-25 00:00:00,Kennet above Thames
2012-01-09 15:45:00,3.1109999999999998,6.67,2012-01-09 00:00:00,Kennet above Thames
2012-02-02 10:30:00,3.1399999999999997,6.08,2012-02-02 00:00:00,Kennet above Thames
2012-02-17 10:00:00,3.2990000000000004,6.52,2012-02-17 00:00:00,Kennet above Thames
2012-02-29 11:05:00,3.1109999999999998,7.17,2012-02-29 00:00:00,Kennet above Thames
2012-04-11 15:30:00,3.303,10.3,2012-04-11 00:00:00,Kennet above Thames
2012-05-01 13:59:00,7.2299999999999995,47.0,2012-05-01 00:00:00,Kennet above Thames
2012-05-28 10:56:00,5.119,17.8,2012-05-28 00:00:00,Kennet above Thames
2012-07-10 10:19:00,7.609999999999999,16.7,2012-07-10 00:00:00,Kennet above Thames
2012-07-30 13:11:00,5.9799999999999995,11.2,2012-07-30 00:00:00,Kennet above Thames
2012-08-28 15:42:00,5.390000000000001,7.65,2012-08-28 00:00:00,Kennet above Thames
2012-09-24 11:11:00,6.14,20.0,2012-09-24 00:00:00,Kennet above Thames
2012-11-08 17:53:00,8.55,10.2,2012-11-08 00:00:00,Kennet above Thames
2012-11-23 10:55:00,11.91,39.3,2012-11-23 00:00:00,Kennet above Thames
